,DataSource,VillaName,URL,Area,Currency,PriceValue,Features
32,BukitVista,Bright & Sunny Guesthouse with Green Lawn and Pool,https://www.bukitvista.com/property/sunny-cabin-with-green-lawn-for-big-group-7br,Pecatu,USD,30.666666666666668,[]
33,BukitVista,Summer Vibe Stay in Bingin with Pool + Fast WIFI,https://www.bukitvista.com/property/summer-vibe-stay-in-bingin-with-pool-fast-wifi,Pecatu,USD,36.333333333333336,[]
34,BukitVista,Laid-back in Uluwatu Bungalow w/ Pool & Fast Wifi,https://www.bukitvista.com/property/laid-back-uluwatu-bungalow-w-pool-fast-wifi,Uluwatu,USD,26.33333333333333,[]
35,BukitVista,Bohemian Beachfront Surf Villa by the Bingin Beach,https://www.bukitvista.com/property/bohemian-beachfront-surf-villa-by-bingin-beach,Pecatu,USD,186.33333333333331,['Beachfront']
36,BukitVista,Bukit Vista | Stunning 3BR Villa Near Padang Beach,https://www.bukitvista.com/property/enjoy-long-stay-in-lovely-villa-by-bukit-vista,Pecatu,USD,153.33333333333334,[]
37,BukitVista,Quaint & Homey Balinese Villa w/ Private Pool,https://www.bukitvista.com/property/work-from-bali-in-authentic-balinese-villa-pool-by-bukit-vista,Jimbaran,USD,59.333333333333336,[]
38,BukitVista,Tranquil 3BR Villa in Jimbaran with Wi-Fi + Pool,https://www.bukitvista.com/property/bukit-vista-modern-architecture-villa-for-family,Jimbaran,USD,85.66666666666667,[]
39,BukitVista,Peaceful Uluwatu Cabin w/ Unspoiled Beaches Nearby,https://www.bukitvista.com/property/clean-bright-spacious-room-for-digital-nomad-by-bukit-vista,Uluwatu,USD,26.33333333333333,[]
40,BukitVista,Lovely Private Pool Villa in Strategic Location,https://www.bukitvista.com/property/private-pool-villa-with-harmony-sterilized,Others,,,[]
41,BukitVista,Authentic Balinese Cabin near Beach | sterilized,https://www.bukitvista.com/property/authentic-balinese-cabin-near-beach-by-bukit-vista,Others,USD,26.33333333333333,[]
42,BukitVista,Villa Santorini untuk Digital Nomads oleh Bukit Vista,https://www.bukitvista.com/property/villa-santorini-untuk-digital-nomads-oleh-bukit-vista,Others,,,[]
43,BukitVista,Family Holiday House w/ Private Pool in Jimbaran,https://www.bukitvista.com/property/spacious-villa-with-swimming-pool-for-big-group,Jimbaran,USD,111.66666666666669,[]
44,BukitVista,4BR Homey Villa in Uluwatu | Kitchen + Wifi + Pool by Bukit Vista,https://www.bukitvista.com/property/4br-homey-villa-in-uluwatu-kitchen-wifi-pool,Uluwatu,USD,164.33333333333334,[]
45,BukitVista,Picturesque Cottage in the Heart of Ubud’s Nature,https://www.bukitvista.com/property/ultimate-serene-cottage-with-ubud-jungle-vibe-by-bukit-vista,Ubud,USD,29.666666666666668,['Jungle View']
46,Traveloka,Hanging Gardens Of Bali,www.traveloka.com/en-en/hotel/indonesia/hanging-gardens-of-bali-48720,Ubud,USD,722.65,"['Cycling', 'Outdoor facilities', 'Massage', 'Library', 'Express check-out', 'Bar']"
47,Traveloka,The Bali Dream Villa Resort Echo Beach Canggu,www.traveloka.com/en-en/hotel/indonesia/the-bali-dream-villa-resort-echo-beach-canggu-409124,Canggu,USD,50.13,"['Sun loungers', 'Massage', 'Kitchenette', 'Pool sun loungers', 'Spa', 'Bar']"
48,Traveloka,Menjangan Dynasty Resort,www.traveloka.com/en-en/hotel/indonesia/menjangan-dynasty-resort-1000000608243,Others,USD,156.45,"['Snorkeling', 'Canoeing', 'Horse riding', 'Diving', 'Beach sun loungers', 'Bar']"
49,Traveloka,AYANA Villas Bali,www.traveloka.com/en-en/hotel/indonesia/ayana-villas-bali-3000010000531,Jimbaran,USD,1156.73,"['Show cooking restaurant', 'Beach Bar', 'Business facilities', 'Poolside bar', 'Wheelchair accessible', 'Bar']"
50,Traveloka,Elevate Bali,www.traveloka.com/en-en/hotel/indonesia/elevate-bali-9000000987459,Others,USD,313.7,"['Canoeing', 'Diving', 'Massage', 'Airport transfer', 'Express check-out', 'Bar']"
51,Traveloka,Munduk Moding Plantation Nature Resort & Spa,www.traveloka.com/en-en/hotel/indonesia/munduk-moding-plantation-nature-resort--spa-3000020010987,Others,USD,170.64,"['Badminton', 'Cycling', 'Clothes dryer', 'Billiard', 'Rooftop terrace', 'Bar']"
52,Traveloka,The Samaya Seminyak,www.traveloka.com/en-en/hotel/indonesia/the-samaya-seminyak-71877,Seminyak,USD,428.24,"['Horse riding', 'Beach sun loungers', 'Beach towel', 'Fitness center', 'Beach umbrella', 'Bar']"
53,Traveloka,Karana Villa Bali,www.traveloka.com/en-en/hotel/indonesia/karana-villa-bali-487204,Denpasar,USD,38.94,"['Babysitting', 'Car rental', 'Massage', 'Kitchenette', 'Airport transfer', 'Express check-out']"
54,Traveloka,Destiny Villas and Residence,www.traveloka.com/en-en/hotel/indonesia/destiny-villas-and-residence-443744,Seminyak,USD,50.42,"['Babysitting', 'Bicycle rental', 'Car rental', 'Massage']"
55,Traveloka,"FuramaXclusive Resort & Villas, Ubud",www.traveloka.com/en-en/hotel/indonesia/furamaxclusive-resort--villas-ubud-69693,Others,USD,75.13,"['Show cooking restaurant', 'Cycling', 'Outdoor facilities', 'Massage', 'Poolside bar', 'Bar']"
56,Traveloka,Sini Vie Luxury Resort & Spa Seminyak by Ini Vie Hospitality,www.traveloka.com/en-en/hotel/indonesia/sini-vie-luxury-resort--spa-seminyak-by-ini-vie-hospitality-9000000419031,Seminyak,USD,103.42,"['Hot tub', 'Beach towel', 'Massage', 'Fitness center', 'Small pets allowed', 'Express check-out']"
57,Traveloka,My Villas in Bali,www.traveloka.com/en-en/hotel/indonesia/my-villas-in-bali-1000000505646,Seminyak,USD,181.79,"['Beach umbrella', 'Pool sun loungers']"
58,Traveloka,Villa Seminyak Estate & Spa By Astadala,www.traveloka.com/en-en/hotel/indonesia/villa-seminyak-estate--spa-by-astadala-2209,Seminyak,USD,84.79,"['Braille or raised signage', 'Outdoor facilities', 'Massage', 'Poolside bar', 'Express check-out', 'Bar']"
59,Traveloka,Ubud Green Resort Villas Powered by Archipelago,www.traveloka.com/en-en/hotel/indonesia/ubud-green-resort-villas-powered-by-archipelago-1000000395122,Ubud,USD,95.22,"['Bicycle rental', 'Massage', 'Kitchenette', 'Spa']"
60,Traveloka,Beehouse Dijiwa Ubud,www.traveloka.com/en-en/hotel/indonesia/beehouse-dijiwa-ubud-9000000167893,Ubud,USD,178.68,['Massage']
61,Traveloka,Guru Canggu,www.traveloka.com/en-en/hotel/indonesia/guru-canggu-9000001085843,Canggu,USD,58.61,['N/A']
62,Traveloka,The Seminyak Suite – Private Villa,www.traveloka.com/en-en/hotel/indonesia/the-seminyak-suite--private-villa-71995,Seminyak,USD,184.5,['Kitchenette']
63,Traveloka,The Bali Dream Villa Seminyak,www.traveloka.com/en-en/hotel/indonesia/the-bali-dream-villa-seminyak-98028,Seminyak,USD,140.69,"['Bicycle rental', 'Car rental', 'Massage', 'Poolside bar', 'Spa']"
64,Traveloka,Mutiara Bali Boutique Resort Villas and Spa	,www.traveloka.com/en-en/hotel/indonesia/mutiara-bali-boutique-resort-villas-and-spa-178149,Seminyak,USD,68.17,"['Aerobics', 'Car rental', 'Beach towel', 'Fitness center', 'Airport transfer', 'Bar']"
65,Traveloka,Kedonganan Beach Villas,www.traveloka.com/en-en/hotel/indonesia/kedonganan-beach-villas-4000000443900,Jimbaran,USD,178.07,['Private beach nearby']
66,Traveloka,Sithala Villa Seminyak,www.traveloka.com/en-en/hotel/indonesia/sithala-villa-seminyak-3000010033226,Seminyak,USD,104.55,"['Beach shuttle', 'Bicycle storage', 'Babysitting', 'Bicycle rental', 'Beach towel', 'Beach umbrella']"
67,Traveloka,The Dewi Eco Bamboo Villa ,www.traveloka.com/en-en/hotel/indonesia/the-dewi-eco-bamboo-villa--9000003297813,Others,USD,87.92,['Express check-out']
68,Traveloka,Lavani Villa Ubud,www.traveloka.com/en-en/hotel/indonesia/lavani-villa-ubud-9000000475867,Ubud,USD,109.3,"['Bicycle rental', 'Car rental', 'Massage', 'Kitchenette', 'Pool sun loungers']"
69,Traveloka,Lavanya Ubud Romantic Villas,www.traveloka.com/en-en/hotel/indonesia/lavanya-ubud-romantic-villas-9000000928807,Ubud,USD,64.59,"['Bicycle rental', 'Car rental', 'Kitchenette', 'Pool sun loungers']"
70,Traveloka,The Sakaye Villas & Spa,www.traveloka.com/en-en/hotel/indonesia/the-sakaye-villas--spa-3000020018011,Legian,USD,81.8,"['Show cooking restaurant', 'Massage', 'Kitchenette', 'Airport transfer', 'Spa']"
71,Traveloka,Pinggala Villa Ubud,www.traveloka.com/en-en/hotel/indonesia/pinggala-villa-ubud-9000001107895,Others,USD,56.48,"['Massage', 'Express check-out', 'Spa']"
72,Traveloka,The Mavila,www.traveloka.com/en-en/hotel/indonesia/the-mavila-9000000620740,Sanur,USD,111.77,"['Clothes dryer', 'Kitchenette']"
73,Traveloka,The Saren,www.traveloka.com/en-en/hotel/indonesia/the-saren-9000000883085,Others,USD,60.22,"['Massage', 'Airport transfer', 'Spa', 'Bar']"
74,Traveloka,Paisa Seminyak Living,www.traveloka.com/en-en/hotel/indonesia/paisa-seminyak-living-3000020017047,Seminyak,USD,62.04,"['Shopping center shuttle', 'Massage', 'Beach umbrella', 'Spa']"
75,Traveloka,Kaisa Villas Seminyak,www.traveloka.com/en-en/hotel/indonesia/kaisa-villas-seminyak-9000000974163,Seminyak,USD,111.07,"['Kitchenette', 'Rooftop terrace', 'Airport transfer']"
76,Traveloka,La Numa Canggu Villas,www.traveloka.com/en-en/hotel/indonesia/la-numa-canggu-villas-9000000667661,Canggu,USD,124.2,"['Car rental', 'Beach towel', 'Express check-out']"
77,Traveloka,Gaing Mas Jimbaran Villas by Gaing Mas Group,www.traveloka.com/en-en/hotel/indonesia/gaing-mas-jimbaran-villas-by-gaing-mas-group-3000010015411,Jimbaran,USD,50.49,"['Pool cabanas', 'Massage', 'Kitchenette', 'Fitness center', 'Spa', 'Bar']"
78,Traveloka,Nunamkhalu Private Villas & Spa,www.traveloka.com/en-en/hotel/indonesia/nunamkhalu-private-villas--spa-9000000189652,Uluwatu,USD,74.18,"['Beach shuttle', 'Bicycle rental', 'Beach towel', 'Kitchenette', 'Airport transfer', 'Bar']"
79,Traveloka,Astera Villa Seminyak by Ini Vie Hospitality,www.traveloka.com/en-en/hotel/indonesia/astera-villa-seminyak-by-ini-vie-hospitality-9000000459474,Seminyak,USD,118.57,"['Beach shuttle', 'Beach towel', 'Massage', 'Kitchenette', 'Small pets allowed', 'Spa']"
80,Traveloka,The Akasha Seminyak Luxury Villas,www.traveloka.com/en-en/hotel/indonesia/the-akasha-seminyak-luxury-villas-2000000184070,Seminyak,USD,234.44,"['Bicycle rental', 'Car rental', 'Massage', 'Kitchenette', 'Pool sun loungers', 'Spa']"
81,Traveloka,Lasanti Villas Seminyak,www.traveloka.com/en-en/hotel/indonesia/lasanti-villas-seminyak-2000000233291,Seminyak,USD,100.98,"['Car rental', 'Massage', 'Kitchenette']"
82,Traveloka,Hideaway Residence Bali Ungasan by Kanaan Hospitality,www.traveloka.com/en-en/hotel/indonesia/hideaway-residence-bali-ungasan-by-kanaan-hospitality-3000020010413,Uluwatu,USD,87.49,"['Show cooking restaurant', 'Massage', 'Kitchenette', 'Express check-out', 'Spa', 'Bar']"
83,Traveloka,Grün Canggu - Garden,www.traveloka.com/en-en/hotel/indonesia/grn-canggu---garden-9000000809397,Canggu,USD,74.49,"['Parasol', 'Sun loungers', 'Car rental', 'Kitchenette', 'Pool sun loungers']"
84,Traveloka,Samaja Villas Kunti,www.traveloka.com/en-en/hotel/indonesia/samaja-villas-kunti-545290,Seminyak,USD,108.26,"['Winery', 'Massage', 'Pool sun loungers', 'Spa', 'Bar']"
85,Traveloka,S18 Bali Villas,www.traveloka.com/en-en/hotel/indonesia/s18-bali-villas-3000010033416,Legian,USD,120.13,"['Shopping center shuttle', 'Beach shuttle', 'Massage', 'Business facilities', 'Wheelchair accessible']"
86,Traveloka,Luxotic Private Villa and Resort,www.traveloka.com/en-en/hotel/indonesia/luxotic-private-villa-and-resort-1000000469547,Nusa Dua,USD,79.59,"['Car rental', 'Massage', 'Kitchenette', 'Pool sun loungers']"
87,Traveloka,Bali Corail Villa,www.traveloka.com/en-en/hotel/indonesia/bali-corail-villa-3000010001829,Denpasar,USD,40.76,"['Bicycle rental', 'Massage', 'Airport transfer']"
88,Traveloka,K Club Ubud,www.traveloka.com/en-en/hotel/indonesia/k-club-ubud-9000000927671,Ubud,USD,316.93,['N/A']
89,Traveloka,Sana Vie Villa Seminyak by Ini Vie Hospitality,www.traveloka.com/en-en/hotel/indonesia/sana-vie-villa-seminyak-by-ini-vie-hospitality-3000020004151,Others,USD,162.94,"['Kitchenette', 'Small pets allowed']"
90,Traveloka, Villa Canggu by Plataran,www.traveloka.com/en-en/hotel/indonesia/-villa-canggu-by-plataran-255344,Canggu,USD,118.28,"['Outdoor facilities', 'Massage', 'Fitness center', 'Wheelchair accessible', 'Express check-out', 'Bar']"
91,Traveloka,Menjangan Dynasty Resort,www.traveloka.com/en-en/hotel/indonesia/menjangan-dynasty-resort-1000000608243,Others,USD,156.45,"['Snorkeling', 'Canoeing', 'Horse riding', 'Diving', 'Beach sun loungers', 'Bar']"
92,Traveloka,The Miracle Villa Nusa Dua,www.traveloka.com/en-en/hotel/indonesia/the-miracle-villa-nusa-dua-3000020011967,Nusa Dua,USD,165.75,"['Fishing', 'Diving', 'Golf', 'Golf course', 'Kitchenette', 'Rooftop terrace']"
93,Traveloka,Villa Raka,www.traveloka.com/en-en/hotel/indonesia/villa-raka-3000020017554,Legian,USD,86.01,['Kitchenette']
94,Traveloka,Vinna Villa Seminyak,www.traveloka.com/en-en/hotel/indonesia/vinna-villa-seminyak-9000000122572,Others,USD,83.87,"['Sun loungers', 'Beach towel', 'Massage', 'Kitchenette', 'Pool sun loungers', 'Express check-out']"
95,Traveloka,Mount Batur Villa,www.traveloka.com/en-en/hotel/indonesia/mount-batur-villa-9000000654257,Others,USD,35.82,"['Outdoor facilities', 'Car rental', 'Express check-out']"
96,Traveloka,Lavina Ubud Villas,www.traveloka.com/en-en/hotel/indonesia/lavina-ubud-villas-9000000974178,Ubud,USD,103.43,"['Bicycle rental', 'Car rental', 'Kitchenette', 'Pool sun loungers']"
97,Traveloka,Taman Dharmawangsa Suites,www.traveloka.com/en-en/hotel/indonesia/taman-dharmawangsa-suites-9000001049559,Nusa Dua,USD,134.8,"['Nightclub', 'Car rental', 'Kitchenette', 'Fitness center', 'Bar']"
98,Traveloka,Aksari Villa Seminyak by Ini Vie Hospitality,www.traveloka.com/en-en/hotel/indonesia/aksari-villa-seminyak-by-ini-vie-hospitality-3000010025119,Seminyak,USD,133.09,"['Beach shuttle', 'Hot tub', 'Beach towel', 'Massage', 'Kitchenette', 'Small pets allowed']"
99,Traveloka,Aeera Villa Canggu by Ini Vie Hospitality,www.traveloka.com/en-en/hotel/indonesia/aeera-villa-canggu-by-ini-vie-hospitality-9000000928119,Canggu,USD,55.07,"['Pets allowed', 'Kitchenette', 'Small pets allowed', 'Pool sun loungers']"
100,Traveloka,Jeeva Saba,www.traveloka.com/en-en/hotel/indonesia/jeeva-saba-546510,Others,USD,1570.62,"['Cycling', 'Massage', 'Fitness center', 'Billiard', 'Game room', 'Library']"
101,Traveloka,Freddies Villas Ubud Bali,www.traveloka.com/en-en/hotel/indonesia/freddies-villas-ubud-bali-3000020015374,Ubud,USD,36.02,"['Airport transfer', 'Pool sun loungers', 'Spa', 'Bar']"
102,Traveloka,Ayona Villa Seminyak by Ini Vie Hospitality,www.traveloka.com/en-en/hotel/indonesia/ayona-villa-seminyak-by-ini-vie-hospitality-9000000101762,Umalas,USD,154.21,"['Beach towel', 'Kitchenette', 'Rooftop terrace', 'Small pets allowed', 'Pool sun loungers']"
103,Traveloka,Hanging Gardens Of Bali,www.traveloka.com/en-en/hotel/indonesia/hanging-gardens-of-bali-48720,Ubud,USD,722.65,"['Cycling', 'Outdoor facilities', 'Massage', 'Library', 'Express check-out', 'Bar']"
104,Traveloka,Akhyana Village,www.traveloka.com/en-en/hotel/indonesia/akhyana-village-3000020016743,Uluwatu,USD,64.9,"['Banana boat', 'Waterskiing', 'Jet ski', 'Windsurfing', 'Canoeing', 'Diving']"
105,Traveloka,Vinila Villas Nusa Dua by Nakula,www.traveloka.com/en-en/hotel/indonesia/vinila-villas-nusa-dua-by-nakula-9000000690848,Nusa Dua,USD,235.53,['Kitchenette']
106,Traveloka,Pangkung Carik Villas by Pramana,www.traveloka.com/en-en/hotel/indonesia/pangkung-carik-villas-by-pramana-9000000984613,Ubud,USD,58.23,"['Massage', 'Express check-out', 'Picnic area']"
107,Traveloka,Elevate Bali,www.traveloka.com/en-en/hotel/indonesia/elevate-bali-9000000987459,Others,USD,313.7,"['Canoeing', 'Diving', 'Massage', 'Airport transfer', 'Express check-out', 'Bar']"
108,Traveloka,makali Temple Village,www.traveloka.com/en-en/hotel/indonesia/makali-temple-village-9000001192079,Canggu,USD,229.29,['N/A']
109,Traveloka,Kayumanis Ubud Private Villa & Spa,www.traveloka.com/en-en/hotel/indonesia/kayumanis-ubud-private-villa--spa-65517,Ubud,USD,376.1,"['Bicycle rental', 'Car rental', 'Massage', 'Spa']"
110,Traveloka,"FuramaXclusive Resort & Villas, Ubud",www.traveloka.com/en-en/hotel/indonesia/furamaxclusive-resort--villas-ubud-69693,Others,USD,75.13,"['Show cooking restaurant', 'Cycling', 'Outdoor facilities', 'Massage', 'Poolside bar', 'Bar']"
111,Traveloka,Kumpul Kumpul Villa Seminyak,www.traveloka.com/en-en/hotel/indonesia/kumpul-kumpul-villa-seminyak-289093,Seminyak,USD,80.24,"['Airport transfer', 'Beach umbrella', 'Pool sun loungers', 'Spa']"
112,Traveloka,Menjangan Dynasty Resort,www.traveloka.com/en-en/hotel/indonesia/menjangan-dynasty-resort-1000000608243,Others,USD,156.45,"['Snorkeling', 'Canoeing', 'Horse riding', 'Diving', 'Beach sun loungers', 'Bar']"
113,Traveloka,Regali Villas ,www.traveloka.com/en-en/hotel/indonesia/regali-villas--3000010010058,Canggu,USD,99.2,"['Surfing', 'Limo or town car service', 'Car rental', 'Massage', 'Spa']"
114,Traveloka,Aishwarya Exclusive Villas,www.traveloka.com/en-en/hotel/indonesia/aishwarya-exclusive-villas-3000010016872,Others,USD,39.39,"['Show cooking restaurant', 'Hot tub', 'Beach towel', 'Massage', 'Kitchenette', 'Express check-out']"
115,Traveloka,Aksari Villa Seminyak by Ini Vie Hospitality,www.traveloka.com/en-en/hotel/indonesia/aksari-villa-seminyak-by-ini-vie-hospitality-3000010025119,Seminyak,USD,133.09,"['Beach shuttle', 'Hot tub', 'Beach towel', 'Massage', 'Kitchenette', 'Small pets allowed']"
116,Traveloka,Villa Teman,www.traveloka.com/en-en/hotel/indonesia/villa-teman-3000020006679,Others,USD,194.33,"['Parasol', 'Beach towel', 'Massage', 'Kitchenette', 'Pool sun loungers', 'Spa']"
117,Traveloka,Black Penny Villas Ubud,www.traveloka.com/en-en/hotel/indonesia/black-penny-villas-ubud-3000020013980,Ubud,USD,235.21,"['Cycling', 'Massage', 'Express check-out', 'Bar']"
118,Traveloka,Three Gold Luxury Private Villas,www.traveloka.com/en-en/hotel/indonesia/three-gold-luxury-private-villas-3000020015975,Ubud,USD,99.9,"['Outdoor facilities', 'Car rental', 'Massage']"
119,Traveloka,Villa Casablanca Surf Keramas,www.traveloka.com/en-en/hotel/indonesia/villa-casablanca-surf-keramas-9000000133867,Others,USD,52.6,"['Show cooking restaurant', 'Winery', 'Massage', 'Poolside bar', 'Wheelchair accessible', 'Bar']"
120,Traveloka,Villa Pantai Karang ,www.traveloka.com/en-en/hotel/indonesia/villa-pantai-karang--9000000458925,Sanur,USD,204.07,['N/A']
121,Traveloka,Villa DeDayuh Seminyak,www.traveloka.com/en-en/hotel/indonesia/villa-dedayuh-seminyak-9000000495232,Seminyak,USD,227.86,['N/A']
122,Traveloka,The Catur Villa Seminyak,www.traveloka.com/en-en/hotel/indonesia/the-catur-villa-seminyak-9000000786611,Seminyak,USD,73.04,['Car rental']
123,Traveloka,The Saren,www.traveloka.com/en-en/hotel/indonesia/the-saren-9000000883085,Others,USD,60.22,"['Massage', 'Airport transfer', 'Spa', 'Bar']"
124,Traveloka,Giri Bhagawan Villas & Spa,www.traveloka.com/en-en/hotel/indonesia/giri-bhagawan-villas--spa-9000000973032,Nusa Dua,USD,157.55,"['Massage', 'Kitchenette', 'Wheelchair accessible', 'Pool sun loungers', 'Sauna', 'Spa']"
125,Traveloka,Villa Cella Bella,www.traveloka.com/en-en/hotel/indonesia/villa-cella-bella-9000001023410,Ubud,USD,621.62,['N/A']
126,Traveloka,Beautiful Bali Villas,www.traveloka.com/en-en/hotel/indonesia/beautiful-bali-villas-433000,Legian,USD,143.9,"['Clothes dryer', 'Bicycle rental', 'Car rental', 'Massage', 'Kitchenette', 'Wheelchair accessible']"
127,Traveloka,Thantha Ubud Villa,www.traveloka.com/en-en/hotel/indonesia/thantha-ubud-villa-3000020008461,Ubud,USD,42.21,['N/A']
128,Traveloka,The Decks Bali,www.traveloka.com/en-en/hotel/indonesia/the-decks-bali-3000010004230,Legian,USD,106.35,"['Sun loungers', 'Bicycle rental', 'Car rental', 'Beach towel', 'Massage']"
